stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
"1927765300","2021-05-11 11:49:00","Amanezca bien informado con La W este 11 de mayo","https://www.wradio.com.co/noticias/actualidad/amanezca-bien-informado-con-la-w-este-11-de-mayo/20210511/nota/4133739.aspx","es","False","","57790","wradio.com.co","http://wradio.com.co/"
"1927807837","2021-05-11 07:53:18","Colectiveros realizan cortes de tránsito en la General Paz y en el Puente Pueyrredón","https://www.infobae.com/sociedad/2021/05/11/colectiveros-realizan-cortes-de-transito-en-general-paz-y-puente-pueyrredon-en-reclamo-de-aumentos-salariales/","es","False","","695713","Revista Gente","https://www.infobae.com/gente/"
"1927897422","2021-05-11 09:16:18","Así avanza la vacunación contra el covid- 19 en Cartagena","https://www.eltiempo.com/colombia/otras-ciudades/coronavirus-asi-avanza-la-vacunacion-covid-en-cartagena-587590","es","False","","38871","El Tiempo","http://www.eltiempo.com"
"1928003924","2021-05-11 01:01:03","La narrativa del paro criminal","https://www.elparchedelcapuchino.com/la-narrativa-del-paro-criminal/","es","False","","879769","elparchedelcapuchino.com","http://elparchedelcapuchino.com/"
"1928033633","2021-05-11 11:50:21","Ya son 42 los fallecidos durante manifestaciones en Colombia","https://eltabloide.com.co/mas/actualidad/ya-son-42-los-fallecidos-durante-manifestaciones-en-colombia/","es","False","","348084","El Tabloide - Imagen del periodismo regional","http://www.eltabloide.com.co/"
"1928064011","2021-05-11 10:07:03","Corredor humanitario en el Cauca","https://elnuevoliberal.com/corredor-humanitario-en-el-cauca/","es","False","","683554","El Nuevo Liberal","http://elnuevoliberal.com/"
"1928126236","2021-05-11 12:35:26","Van 42 muertos en medio de protestas por le paro nacional, según Defensoría","http://awseb-awseb-6kvd4gz0d20w-1997714897.us-east-1.elb.amazonaws.com/colombia/van-42-muertos-en-medio-de-protestas-por-le-paro-nacional-segun-defensoria","es","False","","74622","rcnradio.com","http://www.rcnradio.com/#spider"
"1928153063","2021-05-11 12:43:35","Asciende a 42 los homicidios en Colombia durante el paro nacional","https://www.alertapaisa.com/noticias/nacional/asciende-42-los-homicidios-en-colombia-durante-el-paro-nacional","es","False","","1330745","Últimas Noticias Medellín y Antioquia - Noticias | Alerta Paisa","https://www.alertapaisa.com"
"1928176523","2021-05-11 14:19:51","Defensoría del Pueblo ha recibido 42 denuncias de muertes durante protestas en Colombia","http://www.elpais.com.co/colombia/defensoria-del-pueblo-ha-recibido-42-denuncias-de-muertes-durante-protestas-en.html","es","False","","62209","El Pais.com","http://elpais.com.co/"
"1928178496","2021-05-11 14:19:51","Defensoría del Pueblo ha recibido 42 denuncias de muertes durante protestas en Colombia","http://www.elpais.com.co/colombia/defensoria-del-pueblo-ha-recibido-42-denuncias-de-muertes-durante-protestas-en.html","es","False","","348081","Noticias de Cali, Valle y Colombia - Periodico: Diario El Pais","http://www.elpais.com.co/elpais/"
"1928179283","2021-05-11 13:45:28","Presidente Iván Duque viaja a Cali en medio de las jornadas de protestas","http://awseb-awseb-6kvd4gz0d20w-1997714897.us-east-1.elb.amazonaws.com/colombia/pacifico/presidente-ivan-duque-viaja-cali-en-medio-de-las-jornadas-de-protestas","es","False","","74622","rcnradio.com","http://www.rcnradio.com/#spider"
"1928195559","2021-05-11 14:24:06","Son 42 las personas que han muerto en las protestas según la Defensoría","https://caracol.com.co/radio/2021/05/11/nacional/1620757446_092528.html#?ref=rss&format=simple&link=link","es","False","","58660","Caracol Radio","http://caracol.com.co/"
"1928256696","2021-05-11 16:03:11","Van 42 muertos en medio de protestas por le paro nacional: Defensoría del Pueblo","https://diariolalibertad.com/sitio/2021/05/11/van-42-muertos-en-medio-de-protestas-por-le-paro-nacional-defensoria-del-pueblo/","es","False","","1330749","Diario La Libertad - Con La Fuerza De La Verdad","http://diariolalibertad.com/sitio/"
"1928279575","2021-05-11 15:00:27","Expertos piden agilizar vacunas y llegar a consenso en medio del paro","https://www.eltiempo.com/bogota/expertos-piden-agilizar-vacunas-y-llegar-a-consenso-en-medio-del-paro-587691","es","False","","38871","El Tiempo","http://www.eltiempo.com"
"1928386905","2021-05-11 18:59:22","Palmira recibió nuevo lote de vacunas Pfizer y Sinovac","http://www.elpais.com.co/valle/palmira-recibio-nuevo-lote-de-vacunas-pfizer-y-sinovac.html","es","False","","62209","El Pais.com","http://elpais.com.co/"
"1928387921","2021-05-11 18:59:22","Palmira recibió nuevo lote de vacunas Pfizer y Sinovac","http://www.elpais.com.co/valle/palmira-recibio-nuevo-lote-de-vacunas-pfizer-y-sinovac.html","es","False","","348081","Noticias de Cali, Valle y Colombia - Periodico: Diario El Pais","http://www.elpais.com.co/elpais/"
"1928407776","2021-05-11 19:28:19","Bogotá recibirá ceca de 2 millones de vacunas contra el covid-19 entre mayo y junio","https://www.infobae.com/america/colombia/2021/05/11/bogota-recibira-ceca-de-2-millones-de-vacunas-contra-el-covid-19-entre-mayo-y-junio/","es","False","","695713","Revista Gente","https://www.infobae.com/gente/"
